timestamp,pH,gas_flow_Lh,temperature_C,state,feed_pump_ml,buffer_pump_ml
2025-09-27 04:00:25.366869,7.099342830602247,10.717542255795962,37.142932695362454,Steady,0,0
2025-09-27 04:10:25.366869,6.9723471397657635,11.937152630017769,37.167228394993515,Steady,0,0
2025-09-27 04:20:25.366869,7.1295377076201385,10.934504478553047,37.329272136336414,Steady,0,0
2025-09-27 04:30:25.366869,7.304605971281605,12.89647033079339,38.00510226938317,Steady,0,0
2025-09-27 04:40:25.366869,6.953169325055333,10.268425475997526,36.91152638625297,Steady,0,0
2025-09-27 04:50:25.366869,6.9531726086101635,10.291005157486659,36.60085137773077,Steady,0,0
2025-09-27 05:00:25.366869,7.315842563101478,12.242585630460315,36.31034038599274,Steady,0,0
2025-09-27 05:10:25.366869,7.153486945830582,12.937415466250306,36.63453498002904,Steady,0,0
2025-09-27 05:20:25.366869,6.90610512281301,12.72195357254673,36.9834365135631,Steady,0,0
2025-09-27 05:30:25.366869,7.108512008717193,10.830335378827328,37.89727893175889,Steady,0,0
2025-09-27 05:40:25.366869,6.9073164614375075,12.89059503371304,36.74119435048191,Steady,0,0
2025-09-27 05:50:25.366869,6.906854049285949,11.69426134974175,37.11189397581945,Steady,0,0
2025-09-27 06:00:25.366869,7.048392454313207,13.624095807866661,36.99178855196362,Steady,0,0
2025-09-27 06:10:25.366869,6.61734395106844,13.21432617681595,37.59419663672404,Steady,0,0
2025-09-27 06:20:25.366869,6.655016433497393,11.741018134642882,38.26346621293681,Steady,0,0
2025-09-27 06:30:25.366869,6.8875424941518055,11.943589215530283,36.73456561353984,Steady,0,0
2025-09-27 06:40:25.366869,6.797433775933115,11.122907402830196,36.75528027874089,Steady,0,0
2025-09-27 06:50:25.366869,7.062849466519054,11.798027376531609,37.52208043853454,Steady,0,0
2025-09-27 07:00:25.366869,6.818395184895758,12.455142320501238,37.340945744813155,Steady,0,0
2025-09-27 07:10:25.366869,6.717539259732941,10.121892395602512,37.92335366286802,Steady,0,0
2025-09-27 07:20:25.366869,7.293129753784311,11.195894127745165,37.29196409266298,Steady,0,0
2025-09-27 07:30:25.366869,6.9548447399026925,9.731209609870536,36.82035395460647,Steady,0,0
2025-09-27 07:40:25.366869,7.013505640937585,9.03269268100623,37.29532741534616,Steady,0,0
2025-09-27 07:50:25.366869,6.715050362757308,9.286316923049329,37.554351790291456,Steady,0,0
2025-09-27 08:00:25.366869,6.891123455094964,7.9386972476036215,37.41024109059868,Steady,0,0
2025-09-27 08:10:25.366869,7.022184517941973,8.022549585409898,37.25363701555365,Steady,0,0
2025-09-27 08:20:25.366869,6.769801284515539,7.010646332302794,37.533337344794575,Steady,0,0
2025-09-27 08:30:25.366869,7.075139603669134,9.843404789356747,37.584647795222835,Steady,0,0
2025-09-27 08:40:25.366869,6.879872262016239,7.628893973706597,37.691079495518764,Steady,0,0
2025-09-27 08:50:25.366869,6.941661250041345,6.659670318467082,37.32435494379482,Steady,0,0
2025-09-27 09:00:25.366869,6.87965867755412,7.394902048376498,36.91644095984157,Steady,0,0
2025-09-27 09:10:25.366869,7.370455636901788,6.949650085012515,37.073356843216665,Steady,0,0
2025-09-27 09:20:25.366869,6.997300555052413,6.784105925652971,37.603254483254176,Steady,0,0
2025-09-27 09:30:25.366869,6.78845781420882,7.625582605768189,36.59153216450638,Steady,0,0
2025-09-27 09:40:25.366869,7.164508982420638,7.838373098307833,37.18433665443645,Steady,0,0
2025-09-27 09:50:25.366869,6.755831270005795,6.681456279709005,36.80333059383632,Steady,0,0
2025-09-27 10:00:25.366869,7.041772719000951,6.826105548002003,37.014372411467406,Steady,0,0
2025-09-27 10:10:25.366869,6.6080659752240445,7.3717013080896265,37.63922593130365,Steady,0,0
2025-09-27 10:20:25.366869,6.734362790220314,5.639353921658213,37.095549534009955,Steady,0,0
2025-09-27 10:30:25.366869,7.039372247173825,6.764079628748309,37.023218274078076,Steady,0,0
2025-09-27 10:40:25.366869,7.147693315999082,10.020476726843137,36.32007192951004,Steady,0,0
2025-09-27 10:50:25.366869,7.034273656237994,10.701333445046442,37.37312678301361,Steady,0,0
2025-09-27 11:00:25.366869,6.976870343522352,9.230019427442828,37.322742090570536,Steady,0,0
2025-09-27 11:10:25.366869,6.939779260882142,10.48930280682643,38.08162736165273,Steady,0,0
2025-09-27 11:20:25.366869,6.704295601926514,10.659528896919225,36.8461108825235,Steady,0,0
2025-09-27 11:30:25.366869,6.856031158321058,13.855337943762798,37.10957516383197,Steady,0,0
2025-09-27 11:40:25.366869,6.907872245808043,12.307814209552046,37.12469184185538,Steady,0,0
2025-09-27 11:50:25.366869,7.211424445243783,11.447012149522912,37.78872663988174,Steady,0,0
2025-09-27 12:00:25.366869,7.068723657913692,10.97282238845919,36.95235223380652,Steady,0,0
2025-09-27 12:10:25.366869,6.647391968927453,10.634628893465415,37.139510762885166,Steady,0,0
2025-09-27 12:20:25.366869,7.0648167938789594,12.709927070106032,37.30394825485827,Steady,0,0
2025-09-27 12:30:25.366869,6.922983543916737,11.962572615825644,37.09330456157818,Steady,0,0
2025-09-27 12:40:25.366869,6.8646155999388085,11.451714827348793,36.776783192724736,Steady,0,0
2025-09-27 12:50:25.366869,7.1223352577681736,12.321752031500306,37.097044996449156,Steady,0,0
2025-09-27 13:00:25.366869,7.20619990449919,11.918451996385604,37.536815874929886,Steady,0,0
2025-09-27 13:10:25.366869,7.18625602382324,14.655466550815397,36.48674235029447,Steady,0,0
2025-09-27 13:20:25.366869,6.8321564953554725,13.755608293895918,37.06648483707344,Steady,0,0
2025-09-27 13:30:25.366869,6.938157524829757,12.710950719793333,36.649939592530416,Steady,0,0
2025-09-27 13:40:25.366869,7.066252686280713,13.986407573128838,37.59752331446242,Steady,0,0
2025-09-27 13:50:25.366869,7.195109025424472,12.318443521370607,36.238406547608115,Steady,0,0
2025-09-27 14:00:25.366869,6.904165152430942,11.067078627731357,36.720539076364204,Steady,0,0
2025-09-27 14:10:25.366869,6.962868204667236,13.098053818273337,37.18860593753226,Steady,0,0
2025-09-27 14:20:25.366869,6.778733005198794,11.727149341802132,37.78276201461717,Steady,0,0
2025-09-27 14:30:25.366869,6.760758675183866,9.739210980981106,36.967124869463504,Steady,0,0
2025-09-27 14:40:25.366869,7.16250516447884,10.157940064292086,36.7224002366534,Steady,0,0
2025-09-27 14:50:25.366869,7.271248005714164,9.037127590385913,37.940578534720295,Steady,0,0
2025-09-27 15:00:25.366869,6.985597975683933,8.096255736034873,36.27599304979188,Steady,0,0
2025-09-27 15:10:25.366869,7.200706579578405,9.982543279076804,35.90059702168996,Steady,0,0
2025-09-27 15:20:25.366869,7.072327205009527,10.563019099868745,37.22000722502666,Steady,0,0
2025-09-27 15:30:25.366869,6.870976049078975,6.880703117127723,36.7489728878237,Steady,0,0
2025-09-27 15:40:25.366869,7.072279121101682,8.50424432308437,36.489383591434645,Steady,0,0
2025-09-27 15:50:25.366869,7.307607313293194,6.996110436119448,37.354178223649676,Steady,0,0
2025-09-27 16:00:25.366869,6.99283479217801,6.91479840488199,37.1219003568856,Steady,0,0
2025-09-27 16:10:25.366869,7.312928731162801,6.6195635030806645,36.717960684631635,Steady,0,0
2025-09-27 16:20:25.366869,6.476050979182051,6.216874618580713,36.359847800664554,Recovery,0,0
2025-09-27 16:30:25.366869,7.164380500875045,7.059937533669591,37.436228664140074,Steady,0,0
2025-09-27 16:40:25.366869,7.017409413647634,6.174125408775157,37.32510058897933,Steady,0,0
2025-09-27 16:50:25.366869,6.9401985299068265,7.332434960483183,36.95041206811031,Steady,0,0
2025-09-27 17:00:25.366869,7.018352155307101,7.130684028193137,37.92331849802383,Steady,0,0
2025-09-27 17:10:25.366869,6.6024862170798215,7.120447779593254,36.46495761683693,Steady,0,0
2025-09-27 17:20:25.366869,6.956065622432497,6.6860667596932695,36.23723741453763,Steady,0,0
2025-09-27 17:30:25.366869,7.071422514302349,7.301908325872022,36.654045965059375,Steady,0,0
2025-09-27 17:40:25.366869,7.295578808948303,8.963915450717396,36.97720699182225,Steady,0,0
2025-09-27 17:50:25.366869,6.896345956345271,9.077116078381458,37.121669724661345,Steady,0,0
2025-09-27 18:00:25.366869,6.838301279421362,7.9963843252244375,36.87938197107184,Steady,0,0
2025-09-27 18:10:25.366869,6.899648591283093,9.49267958843311,37.17602769825715,Steady,0,0
2025-09-27 18:20:25.366869,7.183080423540415,10.576952636640357,36.37423028790478,Steady,0,0
2025-09-27 18:30:25.366869,7.065750221931937,8.5920619471216,37.72188230203663,Steady,0,0
2025-09-27 18:40:25.366869,6.894047959246592,11.235207804607253,36.95892441080372,Steady,0,0
2025-09-27 18:50:25.366869,7.102653486622671,10.444994682992206,37.55864791579406,Steady,0,0
2025-09-27 19:00:25.366869,7.019415509869608,12.070598668593156,37.17136267318885,Steady,0,0
2025-09-27 19:10:25.366869,7.193728998106578,11.097447317262258,37.22837660957689,Steady,0,0
2025-09-27 19:20:25.366869,6.85958938122453,10.377238824054626,37.2848836401161,Steady,0,0
2025-09-27 19:30:25.366869,6.934467570680447,10.82991369498381,37.22385428000866,Steady,0,0
2025-09-27 19:40:25.366869,6.921578369373568,12.728982867631617,37.32136137993377,Steady,0,0
2025-09-27 19:50:25.366869,6.707297010373576,13.107450432440583,37.664576265066216,Steady,0,0
2025-09-27 20:00:25.366869,7.0592240554129155,12.050106633932215,37.098260584850735,Steady,0,0
2025-09-27 20:10:25.366869,7.052211054435978,13.637323309023976,37.35450187879426,Steady,0,0
2025-09-27 20:20:25.366869,7.001022691328492,11.31819501095687,36.955132152856386,Steady,0,0
2025-09-27 20:30:25.366869,6.953082573324971,12.831697680219888,37.72005860772474,Steady,0,0
2025-09-27 20:40:25.366869,6.7169258515899175,11.543632120878367,36.661803848970365,Steady,0,0
2025-09-27 20:50:25.366869,6.915870935446928,11.901513909508841,37.90047021645541,Steady,0,0
2025-09-27 21:00:25.366869,6.931457096694646,12.34553200067335,36.97992102467783,Steady,0,0
2025-09-27 21:10:25.366869,6.839544546155676,11.133974231557866,36.284612448940976,Steady,0,0
2025-09-27 21:20:25.366869,6.967742857666798,11.263971389982595,37.0640522074554,Steady,0,0
2025-09-27 21:30:25.366869,7.0808101713629075,12.274147594436545,36.65947417126256,Steady,0,0
2025-09-27 21:40:25.366869,7.377237180242106,10.283517828610124,37.42032177449436,Steady,0,0
2025-09-27 21:50:25.366869,7.0349155625663675,11.270487689986886,36.673688010348805,Steady,0,0
2025-09-27 22:00:25.366869,7.0515100781445526,8.870293145342384,36.77690828339261,Steady,0,0
2025-09-27 22:10:25.366869,6.985110816846767,10.095008599993546,36.05522963452724,Steady,0,0
2025-09-27 22:20:25.366869,6.616245756940192,10.581158922524637,36.77384684037546,Steady,0,0
2025-09-27 22:30:25.366869,6.994697224910157,6.260500714650621,35.78806033668552,Steady,0,0
2025-09-27 22:40:25.366869,7.012046041988206,7.554577810317105,36.208048588257135,Steady,0,0
2025-09-27 22:50:25.366869,7.492648422497057,8.582684530338728,37.380207328072146,Steady,0,0
2025-09-27 23:00:25.366869,6.961527807043775,7.498821284600076,37.392900079325415,Steady,0,0
2025-09-27 23:10:25.366869,7.0603094684667225,7.817795856060314,37.21272878089248,Steady,0,0
2025-09-27 23:20:25.366869,6.9930576460589515,6.641366492643361,36.51651192843539,Steady,0,0
2025-09-27 23:30:25.366869,6.766264392476094,7.188812308605695,36.97614432192901,Steady,0,0
2025-09-27 23:40:25.366869,7.228564562903004,6.864607691382092,36.99819873045472,Steady,0,0
2025-09-27 23:50:25.366869,7.150386606537355,8.169051211413205,36.42081765540373,Steady,0,0
2025-09-28 00:00:25.366869,7.158206389408609,7.299997584264588,37.751699150883574,Steady,0,0
2025-09-28 00:10:25.366869,6.818122509041052,7.4898747313561005,37.43868114528784,Steady,0,0
2025-09-28 00:20:25.366869,7.2805588621872195,6.9072251129072955,36.88951791308517,Steady,0,0
2025-09-28 00:30:25.366869,6.719629787441544,7.054937643060528,37.013442919497265,Steady,0,0
2025-09-28 00:40:25.366869,7.117371418760054,7.385320887461229,37.10419140397378,Steady,0,0
2025-09-28 00:50:25.366869,7.438091125161995,8.533745668573511,35.97913256578786,Steady,0,0
2025-09-28 01:00:25.366869,6.801892734973863,8.079015519179737,36.876411308739705,Steady,0,0
2025-09-28 01:10:25.366869,6.886740454079446,9.182156414958357,36.6590078760011,Steady,0,0
2025-09-28 01:20:25.366869,7.019930273017528,11.383553186418112,36.49918999505254,Steady,0,0
2025-09-28 01:30:25.366869,6.89930486917676,10.60965747518871,36.859449853557024,Steady,0,0
2025-09-28 01:40:25.366869,6.689867313786774,9.848410954563576,37.89884326342476,Steady,0,0
2025-09-28 01:50:25.366869,7.013712594961206,11.807866639160057,37.3204214306335,Steady,0,0
2025-09-28 02:00:25.366869,6.787539257254779,10.617985056955451,36.7144105051086,Steady,0,0
2025-09-28 02:10:25.366869,7.094718486127037,9.385676574065062,37.28629139067808,Steady,0,0
2025-09-28 02:20:25.366869,6.816115153153239,10.783389464190948,37.699677718293,Steady,0,0
2025-09-28 02:30:25.366869,7.309986881003508,10.25052842253378,37.462316841456385,Steady,0,0
2025-09-28 02:40:25.366869,6.843349341532752,12.054856094223823,37.029815184960086,Steady,0,0
2025-09-28 02:50:25.366869,6.935587696758865,12.659022552729883,36.67653161114721,Steady,0,0
2025-09-28 03:00:25.366869,7.162703443473934,14.495515174633006,37.3491116568068,Steady,0,0
2025-09-28 03:10:25.366869,6.753827136713209,13.264949239060815,37.19674269271088,Steady,0,0
2025-09-28 03:20:25.366869,7.045491986920826,12.77582394600494,37.44759661001387,Steady,0,0
2025-09-28 03:30:25.366869,7.261428550856485,13.817989675458724,37.31758590084098,Steady,0,0
2025-09-28 03:40:25.366869,6.678503353087755,10.707999302731588,37.52477635765967,Steady,0,0
2025-09-28 03:50:25.366869,7.036926771706461,13.023657130789037,36.73238239421972,Steady,0,0
2025-09-28 04:00:25.366869,7.0519765588496846,13.368941405240287,37.658697032817166,Steady,0,0
2025-09-28 04:10:25.366869,7.156364574355462,10.874660748978886,37.0987998023462,Steady,0,0
2025-09-28 04:20:25.366869,6.752609857824384,13.202478956813133,38.03763043631263,Steady,0,0
2025-09-28 04:30:25.366869,6.7359086773831445,12.059225716547557,36.65540609095522,Steady,0,0
2025-09-28 04:40:25.366869,7.10438831312338,10.931109626700593,37.867981901582624,Steady,0,0
2025-09-28 04:50:25.366869,7.059396934646637,11.576416134561136,37.09895539173132,Steady,0,0
2025-09-28 05:00:25.366869,7.050098570069175,12.791637390805189,36.674290998192774,Steady,0,0
2025-09-28 05:10:25.366869,7.069289641899395,10.269120411287833,36.75805708297284,Steady,0,0
2025-09-28 05:20:25.366869,6.863995055684302,9.899941843924651,36.83982634590284,Steady,0,0
2025-09-28 05:30:25.366869,7.046450739432201,8.764181965152202,37.21208297320096,Steady,0,0
2025-09-28 05:40:25.366869,7.058614494659737,7.961916332417747,37.26141774401775,Steady,0,0
